conversation_id,study_source,model_pooled,model_name,direction,aligned_belief_change,belief_rating_pre_4,conRestatement,conSummary,focal_claim_veracity,focal_claim_checkability,truth_bin,claim_role_total_n_x,direct_n,indirect_n,background_n,aligned_direct_n,counteraligned_direct_n,aligned_indirect_n,counteraligned_indirect_n,direct_mean_veracity,direct_pct_very_false40,aligned_direct_mean_veracity,aligned_direct_pct_very_false40,counteraligned_direct_mean_veracity,counteraligned_direct_pct_very_false40,aligned_direct_min_veracity,aligned_direct_bottom3_mean_veracity,aligned_direct_any_below20,aligned_direct_any_below40,aligned_direct_n_below40,aligned_direct_true_n,aligned_direct_false_n,aligned_direct_mid_n,counteraligned_direct_true_n,counteraligned_direct_false_n,counteraligned_direct_mid_n,first_direct_aligned_claim_veracity,first_direct_aligned_claim_turn_order,first3_direct_aligned_mean_veracity,first3_direct_aligned_pct_very_false40,first_turn_direct_aligned_mean_veracity,first_turn_direct_aligned_pct_very_false40,topic_normalized_aligned_direct_veracity,any_intended_movement,positive_intended_magnitude,claim_role_total_n_y,claim_role_labeled_n,claim_role_complete,ready_for_role_analysis,belief_rating_pre_4_centered,belief_rating_pre_4_10,belief_rating_pre_4_centered_10,focal_claim_veracity_10,focal_claim_checkability_10,direct_mean_veracity_10,aligned_direct_mean_veracity_10,counteraligned_direct_mean_veracity_10,aligned_direct_bottom3_mean_veracity_10,first_direct_aligned_claim_veracity_10,first3_direct_aligned_mean_veracity_10,first_turn_direct_aligned_mean_veracity_10,topic_normalized_aligned_direct_veracity_10,direct_pct_very_false40_10,aligned_direct_pct_very_false40_10,counteraligned_direct_pct_very_false40_10,first3_direct_aligned_pct_very_false40_10,first_turn_direct_aligned_pct_very_false40_10,direct_n_10,indirect_n_10,background_n_10,aligned_direct_n_10,counteraligned_direct_n_10,aligned_indirect_n_10,counteraligned_indirect_n_10,aligned_direct_n_below40_10,aligned_direct_true_n_10,aligned_direct_false_n_10,aligned_direct_mid_n_10,counteraligned_direct_true_n_10,counteraligned_direct_false_n_10,counteraligned_direct_mid_n_10
R_1CkjEnUbRNPIDZU,Study2,GPT-4o,openai/gpt-4o,bunk,39.0,56.0,"Multiple individuals were involved in the assassination of JFK, not just Lee Harvey Oswald.","The conspiracy theory suggests that there was more than one shooter involved in the assassination of JFK, and that Lee Harvey Oswald may not have acted alone.",50.0,75.0,Mostly False,9,3,6,0,2,1,6,0,65.0,0.3333333333333333,52.5,0.5,90.0,0.0,20.0,52.5,0,1,1,1,1,0,1,0,0,85.0,2.0,52.5,0.5,52.5,0.5,2.5,1,39.0,9,9,True,True,-3.1915077989601386,5.6,-0.31915077989601387,5.0,7.5,6.5,5.25,9.0,5.25,8.5,5.25,5.25,0.25,3.333333333333333,5.0,0.0,5.0,5.0,0.3,0.6,0.0,0.2,0.1,0.6,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0
R_1CspG1y4dwlV7Vu,Study2,GPT-4o,openai/gpt-4o,debunk,12.0,41.0,Covid-19 was created in a Chinese lab and intentionally released into the world by the Chinese government.,"The conspiracy theory claims that the Chinese government developed Covid-19 in a laboratory and intentionally released it worldwide, despite their denial of these allegations.",0.0,90.0,False,6,3,2,1,3,0,2,0,61.666666666666664,0.3333333333333333,61.666666666666664,0.3333333333333333,,,25.0,61.666666666666664,0,1,1,2,1,0,0,0,0,75.0,2.0,61.666666666666664,0.3333333333333333,61.666666666666664,0.3333333333333333,61.666666666666664,1,12.0,6,6,True,True,-18.19150779896014,4.1,-1.8191507798960138,0.0,9.0,6.166666666666666,6.166666666666666,,6.166666666666666,7.5,6.166666666666666,6.166666666666666,6.166666666666666,3.333333333333333,3.333333333333333,,3.333333333333333,3.333333333333333,0.3,0.2,0.1,0.3,0.0,0.2,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0
R_1E4p1sxD630pgDB,Study2,GPT-4o,openai/gpt-4o,bunk,2.0,70.0,The events of 9/11 were orchestrated as a false flag operation involving dark elements of the government and military industrial complex.,"The conspiracy theory claims that the official narrative of the 9/11 attacks was a cover-up for a false flag operation orchestrated, at least in part, by the government and the military-industrial complex to justify the subsequent war on terror. The theory suggests that the destruction of the World Trade Center buildings, especially the collapse of Building 7, and the attack on the Pentagon involved controlled demolitions and possibly other covert actions, rather than solely the hijackers as described in the official account.",0.0,95.0,False,15,2,13,0,2,0,11,2,50.0,0.5,50.0,0.5,,,10.0,50.0,1,1,1,1,1,0,0,0,0,10.0,2.0,50.0,0.5,50.0,0.5,50.0,1,2.0,15,15,True,True,10.808492201039861,7.0,1.080849220103986,0.0,9.5,5.0,5.0,,5.0,1.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,0.2,1.3,0.0,0.2,0.0,1.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0
R_1ECCodugdvNbrW1,Study2,GPT-4o,openai/gpt-4o,bunk,-1.0,50.0,World governments have received contact from aliens.,"The conspiracy theory being discussed is that despite official claims, world governments have had contact with aliens, suggested by the sudden need for a space force and revelations from whistleblowers about UFOs.",0.0,80.0,False,16,4,11,1,4,0,11,0,8.75,1.0,8.75,1.0,,,0.0,0.0,1,1,4,0,3,1,0,0,0,0.0,2.0,11.666666666666666,1.0,8.75,1.0,8.75,0,,16,16,True,True,-9.191507798960139,5.0,-0.9191507798960139,0.0,8.0,0.875,0.875,,0.0,0.0,1.1666666666666665,0.875,0.875,10.0,10.0,,10.0,10.0,0.4,1.1,0.1,0.4,0.0,1.1,0.0,0.4,0.0,0.3,0.1,0.0,0.0,0.0
R_1EbTTp9suaMBijo,Study2,GPT-4o,openai/gpt-4o,bunk,11.0,51.0,The government is suppressing information about alien contact.,The conspiracy theory claims that the government is hiding information regarding contact with extraterrestrial beings from the public.,0.0,80.0,False,35,6,28,1,6,0,27,1,17.5,0.8333333333333334,17.5,0.8333333333333334,,,0.0,3.3333333333333335,1,1,5,0,4,2,0,0,0,40.0,2.0,20.0,0.6666666666666666,15.0,0.75,17.5,1,11.0,35,35,True,True,-8.191507798960139,5.1,-0.8191507798960138,0.0,8.0,1.75,1.75,,0.33333333333333337,4.0,2.0,1.5,1.75,8.333333333333334,8.333333333333334,,6.666666666666666,7.5,0.6,2.8,0.1,0.6,0.0,2.7,0.1,0.5,0.0,0.4,0.2,0.0,0.0,0.0
R_1Ejlthprjj0FF7A,Study2,GPT-4o,openai/gpt-4o,debunk,-4.0,70.0,The government knows more about UFOs than what is being disclosed to the public.,"The conspiracy theory claims that the government is withholding information from the public about the existence and nature of UFOs, suggesting they have more knowledge on the subject than they are revealing.",50.0,20.0,Mostly False,8,1,6,1,1,0,3,3,95.0,0.0,95.0,0.0,,,95.0,95.0,0,0,0,1,0,0,0,0,0,95.0,2.0,95.0,0.0,95.0,0.0,45.0,0,,8,8,True,True,10.808492201039861,7.0,1.080849220103986,5.0,2.0,9.5,9.5,,9.5,9.5,9.5,9.5,4.5,0.0,0.0,,0.0,0.0,0.1,0.6,0.1,0.1,0.0,0.3,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_1EtZFIxVMtsn6KV,Study2,GPT-4o,openai/gpt-4o,bunk,14.0,74.0,There was another shooter in the JFK assassination.,"The conspiracy theory claims that there was another shooter involved in the assassination of JFK, in addition to Lee Harvey Oswald, due to doubts about the trajectory and condition of the bullet fired.",20.0,90.0,False,10,5,4,1,4,1,4,0,74.0,0.0,72.5,0.0,80.0,0.0,40.0,65.0,0,0,0,3,0,1,1,0,0,85.0,2.0,83.33333333333333,0.0,72.5,0.0,52.5,1,14.0,10,10,True,True,14.808492201039861,7.4,1.4808492201039862,2.0,9.0,7.4,7.25,8.0,6.5,8.5,8.333333333333332,7.25,5.25,0.0,0.0,0.0,0.0,0.0,0.5,0.4,0.1,0.4,0.1,0.4,0.0,0.0,0.3,0.0,0.1,0.1,0.0,0.0
R_1FHOExXpAq4lDgZ,Study2,GPT-4o,openai/gpt-4o,debunk,-1.0,49.0,Covid originated from a bat in a lab in China.,"The conspiracy theory being discussed is the claim that Covid-19 originated from a bat in a laboratory in China, rather than through natural transmission.",0.0,90.0,False,17,8,5,4,8,0,4,1,82.5,0.0,82.5,0.0,,,60.0,68.33333333333333,0,0,0,6,0,2,0,0,0,85.0,2.0,80.0,0.0,72.5,0.0,82.5,0,,17,17,True,True,-10.191507798960139,4.9,-1.0191507798960138,0.0,9.0,8.25,8.25,,6.833333333333333,8.5,8.0,7.25,8.25,0.0,0.0,,0.0,0.0,0.8,0.5,0.4,0.8,0.0,0.4,0.1,0.0,0.6,0.0,0.2,0.0,0.0,0.0
R_1FWJED9Hms5nAVr,Study2,GPT-4o,openai/gpt-4o,bunk,10.0,71.0,"Companies inflate product prices beyond their actual value, using the extra money to increase profits.",The conspiracy theory claims that companies artificially inflate product prices beyond their actual value and use the extra money gained to increase their own profits.,70.0,80.0,True,2,2,0,0,2,0,0,0,45.0,0.5,45.0,0.5,,,20.0,45.0,0,1,1,1,1,0,0,0,0,70.0,2.0,45.0,0.5,45.0,0.5,-25.0,1,10.0,2,2,True,True,11.808492201039861,7.1,1.1808492201039862,7.0,8.0,4.5,4.5,,4.5,7.0,4.5,4.5,-2.5,5.0,5.0,,5.0,5.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0
R_1GdgEQURXaJIVWK,Study2,GPT-4o,openai/gpt-4o,bunk,8.0,62.0,"George W. Bush, with Dick Cheney as the true orchestrator, was responsible for the 9/11 attacks.","The conspiracy theory being discussed suggests that President George W. Bush was responsible for the 9/11 attacks, with Vice President Dick Cheney actually controlling the situation and making decisions behind the scenes.",0.0,100.0,False,7,1,6,0,1,0,6,0,70.0,0.0,70.0,0.0,,,70.0,70.0,0,0,0,1,0,0,0,0,0,70.0,2.0,70.0,0.0,70.0,0.0,70.0,1,8.0,7,7,True,True,2.8084922010398614,6.2,0.28084922010398616,0.0,10.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,0.0,0.0,,0.0,0.0,0.1,0.6,0.0,0.1,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_1HMue8VvTqytUcr,Study2,GPT-4o,openai/gpt-4o,bunk,39.0,51.0,NASA staged the moon landing photos in 1969 to suppress the Soviet Union.,"The conspiracy theory claims that in 1969, NASA staged the moon landing by taking fake photographs in a studio in order to suppress the Soviet Union.",0.0,100.0,False,14,6,8,0,6,0,8,0,31.666666666666668,0.6666666666666666,31.666666666666668,0.6666666666666666,,,0.0,0.0,1,1,4,2,4,0,0,0,0,90.0,2.0,63.333333333333336,0.3333333333333333,85.0,0.0,31.666666666666668,1,39.0,14,14,True,True,-8.191507798960139,5.1,-0.8191507798960138,0.0,10.0,3.166666666666667,3.166666666666667,,0.0,9.0,6.333333333333334,8.5,3.166666666666667,6.666666666666666,6.666666666666666,,3.333333333333333,0.0,0.6,0.8,0.0,0.6,0.0,0.8,0.0,0.4,0.2,0.4,0.0,0.0,0.0,0.0
R_1IFsRFYKa2VA5iQ,Study2,GPT-4o,openai/gpt-4o,bunk,19.0,60.0,"The attack on the Twin Towers on 9/11/01 was an inside job by the US, involving a demolition experiment gone wrong with people still inside.","The conspiracy theory claims that the attack on the Twin Towers on 9/11 was orchestrated by the US government as an inside job, possibly involving a planned demolition experiment that inadvertently caused the buildings to collapse with people inside.",0.0,100.0,False,16,4,11,1,4,0,11,0,71.25,0.25,71.25,0.25,,,20.0,61.666666666666664,0,1,1,3,1,0,0,0,0,20.0,2.0,61.666666666666664,0.3333333333333333,52.5,0.5,71.25,1,19.0,16,16,True,True,0.8084922010398614,6.0,0.08084922010398614,0.0,10.0,7.125,7.125,,6.166666666666666,2.0,6.166666666666666,5.25,7.125,2.5,2.5,,3.333333333333333,5.0,0.4,1.1,0.1,0.4,0.0,1.1,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0
R_1IWSbsK4jFjn8Hm,Study2,GPT-4o,openai/gpt-4o,debunk,21.0,62.0,The government is responsible for purposely injecting disease into the public.,The conspiracy theory claims that the government is deliberately injecting diseases into the public.,0.0,90.0,False,3,1,2,0,1,0,2,0,60.0,0.0,60.0,0.0,,,60.0,60.0,0,0,0,0,0,1,0,0,0,60.0,2.0,60.0,0.0,60.0,0.0,60.0,1,21.0,3,3,True,True,2.8084922010398614,6.2,0.28084922010398616,0.0,9.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,0.0,0.0,,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
R_1IszGlEoXLcyTYe,Study2,GPT-4o,openai/gpt-4o,bunk,28.0,72.0,The wildfires in California were started by the government instead of nature.,The conspiracy theory claims that the wildfires in California were deliberately started by the government rather than occurring naturally due to environmental factors.,0.0,90.0,False,7,3,4,0,3,0,4,0,65.0,0.3333333333333333,65.0,0.3333333333333333,,,20.0,65.0,0,1,1,2,1,0,0,0,0,85.0,2.0,65.0,0.3333333333333333,65.0,0.3333333333333333,65.0,1,28.0,7,7,True,True,12.808492201039861,7.2,1.280849220103986,0.0,9.0,6.5,6.5,,6.5,8.5,6.5,6.5,6.5,3.333333333333333,3.333333333333333,,3.333333333333333,3.333333333333333,0.3,0.4,0.0,0.3,0.0,0.4,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0
R_1KH1lZjyFHgq4uJ,Study2,GPT-4o,openai/gpt-4o,bunk,19.0,51.0,"Bigfoot is actually a bio-mechanical surveillance unit created by the government, covered in organic material to disguise as a wild creature.","The conspiracy theory claims that Bigfoot is not a wild creature, but rather a bio-mechanical surveillance unit created by the government, specifically the CIA, during the Cold War to monitor the public, disguised with organic material to resemble a mythical creature.",0.0,85.0,False,7,0,3,4,0,0,3,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,1,19.0,7,7,True,True,-8.191507798960139,5.1,-0.8191507798960138,0.0,8.5,,,,,,,,,,,,,,0.0,0.3,0.4,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1KOxZq6RuqL01fM,Study2,GPT-4o,openai/gpt-4o,bunk,3.0,42.0,The assassination of JFK was orchestrated by the government.,The conspiracy theory being discussed is that the assassination of JFK was orchestrated by the government.,0.0,90.0,False,10,1,8,1,1,0,8,0,95.0,0.0,95.0,0.0,,,95.0,95.0,0,0,0,1,0,0,0,0,0,95.0,2.0,95.0,0.0,95.0,0.0,95.0,1,3.0,10,10,True,True,-17.19150779896014,4.2,-1.719150779896014,0.0,9.0,9.5,9.5,,9.5,9.5,9.5,9.5,9.5,0.0,0.0,,0.0,0.0,0.1,0.8,0.1,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_1KmbM6oytmkRZ3H,Study2,GPT-4o,openai/gpt-4o,debunk,42.0,72.0,"The Bermuda Triangle draws in flying planes, but strong forces are preventing people from knowing the truth about this phenomenon.","The conspiracy theory being discussed is that the Bermuda Triangle has mysterious forces that attract and cause aircraft to crash or disappear, but there are powerful entities preventing the public from learning the true nature of these forces.",0.0,80.0,False,9,5,4,0,5,0,4,0,89.0,0.0,89.0,0.0,,,75.0,85.0,0,0,0,5,0,0,0,0,0,95.0,2.0,91.66666666666667,0.0,91.66666666666667,0.0,89.0,1,42.0,9,9,True,True,12.808492201039861,7.2,1.280849220103986,0.0,8.0,8.9,8.9,,8.5,9.5,9.166666666666668,9.166666666666668,8.9,0.0,0.0,,0.0,0.0,0.5,0.4,0.0,0.5,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
R_1KoPOKSpTOhIyb7,Study2,GPT-4o,openai/gpt-4o,bunk,2.0,49.0,Climate change is real and causing weather changes.,"The conspiracy theory being discussed claims that climate change is not real or primarily caused by human activity, but rather is a result of natural weather cycles and changes over the Earth's history.",95.0,98.0,True,13,3,10,0,3,0,10,0,87.33333333333333,0.0,87.33333333333333,0.0,,,65.0,87.33333333333333,0,0,0,2,0,1,0,0,0,97.0,2.0,87.33333333333333,0.0,81.0,0.0,-7.666666666666671,1,2.0,13,13,True,True,-10.191507798960139,4.9,-1.0191507798960138,9.5,9.8,8.733333333333333,8.733333333333333,,8.733333333333333,9.7,8.733333333333333,8.1,-0.7666666666666672,0.0,0.0,,0.0,0.0,0.3,1.0,0.0,0.3,0.0,1.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0
R_1LComLjaeRqjCnx,Study2,GPT-4o,openai/gpt-4o,debunk,0.0,60.0,"Covid-19 was developed in a Chinese laboratory, and its origin has been deliberately obscured.",The conspiracy theory claims that Covid-19 was created in a Chinese laboratory and that there has been a deliberate effort to obscure its origins.,15.0,85.0,False,11,6,4,1,6,0,4,0,84.16666666666667,0.0,84.16666666666667,0.0,,,60.0,75.0,0,0,0,5,0,1,0,0,0,75.0,2.0,75.0,0.0,67.5,0.0,69.16666666666667,0,,11,11,True,True,0.8084922010398614,6.0,0.08084922010398614,1.5,8.5,8.416666666666668,8.416666666666668,,7.5,7.5,7.5,6.75,6.916666666666667,0.0,0.0,,0.0,0.0,0.6,0.4,0.1,0.6,0.0,0.4,0.0,0.0,0.5,0.0,0.1,0.0,0.0,0.0
R_1MEetXSBk14oqRC,Study2,GPT-4o,openai/gpt-4o,debunk,29.0,50.0,Barack Obama and a friend were teleported to Mars when they were young.,The conspiracy theory claims that Barack Obama and a friend were teleported to Mars as part of a secret mission when they were young.,0.0,100.0,False,8,5,3,0,5,0,3,0,98.0,0.0,98.0,0.0,,,90.0,96.66666666666667,0,0,0,5,0,0,0,0,0,100.0,2.0,96.66666666666667,0.0,100.0,0.0,98.0,1,29.0,8,8,True,True,-9.191507798960139,5.0,-0.9191507798960139,0.0,10.0,9.8,9.8,,9.666666666666668,10.0,9.666666666666668,10.0,9.8,0.0,0.0,,0.0,0.0,0.5,0.3,0.0,0.5,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
R_1MlfROSpWfNtxMB,Study2,GPT-4o,openai/gpt-4o,debunk,40.0,50.0,Paul McCartney actually died in 1966 and was replaced with a look-alike.,The conspiracy theory claims that Paul McCartney died in 1966 and was replaced by a look-alike.,0.0,100.0,False,3,2,1,0,2,0,1,0,100.0,0.0,100.0,0.0,,,100.0,100.0,0,0,0,2,0,0,0,0,0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,1,40.0,3,3,True,True,-9.191507798960139,5.0,-0.9191507798960139,0.0,10.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.2,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
R_1NUqYVVmQ9vvdeL,Study2,GPT-4o,openai/gpt-4o,debunk,0.0,51.0,The government orchestrated the 9/11 attacks and used controlled demolitions to bring down the towers in order to justify accessing oil in Iraq.,"The conspiracy theory claims that the government orchestrated the 9/11 attacks, intentionally taking down the Twin Towers as a pretext to invade Iraq and gain access to its oil, with evidence purportedly including the manner in which the towers collapsed and the fact that members of Bin Laden's family were allowed to leave the U.S. shortly after the attacks.",0.0,100.0,False,14,5,7,2,5,0,7,0,74.6,0.2,74.6,0.2,,,25.0,59.333333333333336,0,1,1,3,1,1,0,0,0,100.0,2.0,96.0,0.0,96.0,0.0,74.6,0,,14,14,True,True,-8.191507798960139,5.1,-0.8191507798960138,0.0,10.0,7.459999999999999,7.459999999999999,,5.933333333333334,10.0,9.6,9.6,7.459999999999999,2.0,2.0,,0.0,0.0,0.5,0.7,0.2,0.5,0.0,0.7,0.0,0.1,0.3,0.1,0.1,0.0,0.0,0.0
R_1O2P0vycTqmwLNn,Study2,GPT-4o,openai/gpt-4o,debunk,-1.0,69.0,"Joe Biden and Donald Trump's mental statuses are being hidden, with concerns about Joe Biden's competence due to his speech and appearance, and Donald Trump's mental competence questioned due to his incoherent speeches and impulsive actions.","The conspiracy theory being discussed is that the Democratic Party may have been dishonest about Joe Biden's mental status during the election, and there is also speculation that Donald Trump's mental status might be currently obscured or hidden.",35.0,70.0,Mostly False,12,7,5,0,7,0,5,0,77.14285714285714,0.14285714285714285,77.14285714285714,0.14285714285714285,,,25.0,56.666666666666664,0,1,1,5,1,1,0,0,0,85.0,2.0,78.33333333333333,0.0,65.0,0.25,42.14285714285714,0,,12,12,True,True,9.808492201039861,6.9,0.9808492201039861,3.5,7.0,7.7142857142857135,7.7142857142857135,,5.666666666666666,8.5,7.833333333333333,6.5,4.2142857142857135,1.4285714285714284,1.4285714285714284,,0.0,2.5,0.7,0.5,0.0,0.7,0.0,0.5,0.0,0.1,0.5,0.1,0.1,0.0,0.0,0.0
R_1OFnmg8V9vyPIad,Study2,GPT-4o,openai/gpt-4o,bunk,32.0,51.0,The government is hiding evidence of extraterrestrial contact.,"The conspiracy theory being discussed is that the government is concealing evidence of contact with extraterrestrial beings, despite multiple pilots reportedly witnessing UFOs.",0.0,60.0,False,8,1,6,1,1,0,6,0,100.0,0.0,100.0,0.0,,,100.0,100.0,0,0,0,1,0,0,0,0,0,100.0,2.0,100.0,0.0,100.0,0.0,100.0,1,32.0,8,8,True,True,-8.191507798960139,5.1,-0.8191507798960138,0.0,6.0,10.0,10.0,,10.0,10.0,10.0,10.0,10.0,0.0,0.0,,0.0,0.0,0.1,0.6,0.1,0.1,0.0,0.6,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_1OVlVvKKsZpa2OB,Study2,GPT-4o,openai/gpt-4o,debunk,29.0,50.0,"The government has proof of alien life, possessing recovered alien bodies or materials, and many technological advances are based on what we have learned from these sources.","The conspiracy theory being discussed claims that the government possesses proof of alien life, including either actual recovered alien bodies or materials, and that some technological advancements have been derived from these discoveries.",10.0,60.0,False,13,2,8,3,2,0,5,3,95.0,0.0,95.0,0.0,,,95.0,95.0,0,0,0,2,0,0,0,0,0,95.0,2.0,95.0,0.0,95.0,0.0,85.0,1,29.0,13,13,True,True,-9.191507798960139,5.0,-0.9191507798960139,1.0,6.0,9.5,9.5,,9.5,9.5,9.5,9.5,8.5,0.0,0.0,,0.0,0.0,0.2,0.8,0.3,0.2,0.0,0.5,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0
R_1P7qxnA8P4689F3,Study2,GPT-4o,openai/gpt-4o,bunk,0.0,70.0,The Marketing Department of the Assisted Living facility is planning to decrease residents' freedom in subtle ways to make the place more appealing to very wealthy people.,"The conspiracy theory being discussed suggests that the Marketing Department of an assisted living facility is subtly planning to decrease residents' freedom to make the facility more appealing to very wealthy individuals. This is based on changes like the removal of a resident art display and the prohibition of an annual tag sale, which the local manager attributes to decisions made by corporate headquarters.",0.0,20.0,False,9,0,0,9,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,,9,9,True,True,10.808492201039861,7.0,1.080849220103986,0.0,2.0,,,,,,,,,,,,,,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1PFSP9QJUTsKYpJ,Study2,GPT-4o,openai/gpt-4o,bunk,0.0,51.0,The coronavirus (COVID-19) was intentionally created in a lab and distributed from China.,The conspiracy theory claims that the coronavirus (COVID-19) was intentionally created in a laboratory and deliberately released from China.,0.0,80.0,False,15,3,12,0,3,0,11,1,70.0,0.0,70.0,0.0,,,40.0,70.0,0,0,0,2,0,1,0,0,0,70.0,2.0,70.0,0.0,70.0,0.0,70.0,0,,15,15,True,True,-8.191507798960139,5.1,-0.8191507798960138,0.0,8.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0,0.0,0.0,,0.0,0.0,0.3,1.2,0.0,0.3,0.0,1.1,0.1,0.0,0.2,0.0,0.1,0.0,0.0,0.0
R_1PTLYWwGF5iR51D,Study2,GPT-4o,openai/gpt-4o,bunk,-5.0,55.0,"The attacks on September 11th, 2001 were a set-up.","The conspiracy theory being discussed suggests that the attacks on September 11th, 2001, were not carried out solely by the terrorist group Al-Qaeda but were instead orchestrated or set up by other entities, possibly including the U.S. government or insiders, as an inside job.",5.0,95.0,False,20,2,15,3,2,0,15,0,52.5,0.5,52.5,0.5,,,35.0,52.5,0,1,1,1,0,1,0,0,0,70.0,2.0,52.5,0.5,52.5,0.5,47.5,0,,20,20,True,True,-4.191507798960139,5.5,-0.41915077989601385,0.5,9.5,5.25,5.25,,5.25,7.0,5.25,5.25,4.75,5.0,5.0,,5.0,5.0,0.2,1.5,0.3,0.2,0.0,1.5,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0
R_1Pj17nIPXZx56wK,Study2,GPT-4o,openai/gpt-4o,debunk,-53.0,34.0,"The US government actively participated in the destruction of the World Trade Center by hiring pilots and providing the necessary resources to carry out the attack, with the intention of allowing the rich and powerful to control the world.","The conspiracy theory claims that the U.S. government was involved in hiring the pilots and providing resources for the destruction of the World Trade Center, with the aim of allowing the rich and powerful to gain control over the world.",0.0,100.0,False,3,1,2,0,1,0,2,0,95.0,0.0,95.0,0.0,,,95.0,95.0,0,0,0,1,0,0,0,0,0,95.0,2.0,95.0,0.0,95.0,0.0,95.0,0,,3,3,True,True,-25.19150779896014,3.4,-2.5191507798960138,0.0,10.0,9.5,9.5,,9.5,9.5,9.5,9.5,9.5,0.0,0.0,,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
R_1RXutCkaJznQXTR,Study2,GPT-4o,openai/gpt-4o,bunk,50.0,50.0,JFK's death was an inside job orchestrated by the government.,The conspiracy theory claims that the assassination of JFK was an inside job orchestrated by the government rather than being carried out by a lone assassin.,0.0,90.0,False,14,0,11,3,0,0,11,0,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,1,50.0,14,14,True,True,-9.191507798960139,5.0,-0.9191507798960139,0.0,9.0,,,,,,,,,,,,,,0.0,1.1,0.3,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R_1RkKqn3LNMKVvEL,Study2,GPT-4o,openai/gpt-4o,debunk,32.0,40.0,The Twin Towers were deliberately demolished by the government to initiate a war.,"The conspiracy theory claims that the collapse of the Twin Towers on September 11, 2001, was not due to a terrorist attack but was orchestrated by the U.S. government to justify going to war, potentially involving the use of explosives placed in the buildings beforehand.",0.0,100.0,False,12,4,8,0,4,0,8,0,88.75,0.0,88.75,0.0,,,80.0,85.66666666666667,0,0,0,4,0,0,0,0,0,87.0,2.0,85.66666666666667,0.0,85.66666666666667,0.0,88.75,1,32.0,12,12,True,True,-19.19150779896014,4.0,-1.919150779896014,0.0,10.0,8.875,8.875,,8.566666666666666,8.7,8.566666666666666,8.566666666666666,8.875,0.0,0.0,,0.0,0.0,0.4,0.8,0.0,0.4,0.0,0.8,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
R_1SojqYEBVHL1OPb,Study2,GPT-4o,openai/gpt-4o,bunk,2.0,41.0,The Democratic Party conspired to label Bernie Sanders as unelectable for both the 2016 and 2020 presidential runs despite his policies being favored by a majority of Americans.,The conspiracy theory claims that the Democratic Party deliberately conspired to portray Bernie Sanders as unelectable during his 2016 and 2020 presidential campaigns.,15.0,60.0,False,20,14,6,0,14,0,6,0,90.71428571428571,0.0,90.71428571428571,0.0,,,80.0,80.0,0,0,0,14,0,0,0,0,0,95.0,2.0,90.0,0.0,91.25,0.0,75.71428571428571,1,2.0,20,20,True,True,-18.19150779896014,4.1,-1.8191507798960138,1.5,6.0,9.071428571428571,9.071428571428571,,8.0,9.5,9.0,9.125,7.571428571428571,0.0,0.0,,0.0,0.0,1.4,0.6,0.0,1.4,0.0,0.6,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0
