ResponseId,gpt_orientation,claude_orientation,gemini_orientation,orientation_consensus,n_votes,canonical_claim,gpt_rationale,claude_rationale,gemini_rationale
R_1G618NDqKi4yb85,affirms,affirms,affirms,affirms,3,"Certain governments are hiding evidence of extraterrestrial life and have recovered advanced alien technology, which they have chosen not to reveal to the public.",Restatement directly asserts the described conspiracy; rating 100 means fully endorsing it.,Restatement directly asserts the conspiracy; rating 100 means fully believing it.,The restatement directly asserts the participant's conspiracy theory as true.
R_1GB5kf56UwDbde3,affirms,affirms,affirms,affirms,3,There is a worldwide group of elites that secretly runs the world and determines global events through exclusive meetings.,Restatement directly asserts the participant’s elite cabal controls world events; 100 equals full endorsement.,Restatement directly asserts the conspiracy; rating 100 endorses it.,The restatement directly asserts the participant's belief in a secret elite group controlling world events.
R_1GWar0hz2eHBGd5,affirms,affirms,affirms,affirms,3,"A Washington, D.C.-based sex trafficking ring exists, known as Pizzagate.","Restatement asserts Pizzagate is a real D.C.-based sex trafficking ring, matching the conspiracy claim.",Restatement directly asserts the Pizzagate conspiracy as true; 100 = believes it.,Rating the statement 100 directly endorses the existence of the Pizzagate sex trafficking ring.
R_1GYrkSmMb0Bt9Ch,affirms,affirms,affirms,affirms,3,"There is evidence of life and possible ruins on Mars, and this evidence has been long suppressed.","Restatement asserts suppressed evidence of life/ruins on Mars, matching the participant’s described conspiracy.","Rating 100 endorses suppressed evidence of extraterrestrial life, matching the conspiracy.",Rating 100 affirms the participant's belief that evidence of life and ruins on Mars has been suppressed.
R_1Gp3qlInGLFw6GH,affirms,affirms,affirms,affirms,3,"The moon landing was staged, and everything the public saw was filmed in a studio.",Restatement directly asserts the participant’s conspiracy; rating it 100 fully endorses the hoax claim.,Restatement directly asserts the conspiracy: moon landing was faked in a studio.,Rating 100 directly endorses the participant's conspiracy theory that the moon landing was faked in a studio.
R_1Grjr9o2vQZJCpb,affirms,affirms,affirms,affirms,3,"The moon landing in 1969 was staged by the U.S. government, with footage filmed on Earth to win the space race against the Soviet Union.",Restatement directly asserts the described conspiracy; rating 100 means fully endorsing it.,Restatement directly asserts the conspiracy; rating 100 means believing it was faked.,"Rating 100 means endorsing the claim that the moon landing was staged, which affirms the conspiracy."
R_1H2yU6uCvId6xAZ,affirms,affirms,affirms,affirms,3,Extraterrestrial beings have made contact with us and there are some among us to this day.,Restatement directly asserts the participant’s conspiracy claim; rating 100 means fully believing alien contact and presence.,Restatement directly states the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory about extraterrestrial contact and presence on Earth.
R_1H83aBQs5B7oNHJ,affirms,affirms,affirms,affirms,3,"Black people were the original inhabitants and the real Jews, rather than white people.",Restatement directly asserts the participant’s described claim; rating 100 endorses the conspiracy.,Restatement directly asserts the participant's conspiracy as true.,The restatement directly asserts the participant's conspiracy theory as true.
R_1HByNizXOZ0wgpC,affirms,affirms,affirms,affirms,3,Jeffrey Epstein was killed and did not commit suicide.,Restatement matches the participant’s conspiracy claim; 100 would endorse murder rather than suicide.,"Restatement directly states the conspiracy: Epstein was murdered, not suicide.",The restatement directly asserts the participant's conspiracy theory that Epstein was murdered.
R_1HTV9przTRrnqPn,affirms,affirms,affirms,affirms,3,The government is run by non-human intelligence or some other being.,Restatement directly asserts the participant’s conspiracy; rating it 100 means fully endorsing that claim.,Restatement directly asserts the conspiracy; rating 100 endorses it.,Rating 100 means endorsing the conspiracy that non-human intelligence runs the government.
R_1HY2kEHqP6amdqx,affirms,affirms,affirms,affirms,3,Area 51 hides extraterrestrials and components of terrestrial life from the public.,"Restatement asserts Area 51 conceals extraterrestrials/life components, matching participant’s described conspiracy claim.","Rating 100 means believing Area 51 conceals extraterrestrials, matching the conspiracy described.",The restatement directly asserts the participant's conspiracy theory as true.
R_1HdB6ZsOgS1eHJ8,affirms,affirms,affirms,affirms,3,The government is concealing the true reasons behind the 9/11 attacks.,"Restatement asserts the government is hiding the truth about 9/11, matching the participant’s conspiracy claim.",Restatement directly mirrors the conspiracy: government hiding 9/11 truth.,Rating 100 endorses the participant's belief that the government is hiding the truth about 9/11.
R_1Hi4qL18d2phVUm,affirms,affirms,affirms,affirms,3,Major tech companies secretly manipulate social media algorithms to influence elections and public opinion without users knowing.,Restatement directly asserts the described conspiracy as true; a 100 rating endorses it.,Restatement directly states the conspiracy as true; 100 = full belief.,"The restatement directly asserts the conspiracy theory, so a 100 rating means fully endorsing the conspiracy."
R_1HiNTzGZFJW2nnK,affirms,affirms,affirms,affirms,3,"Aliens are walking among us as doctors and parents, and the government is hiding this from Americans.",Restatement directly asserts the participant’s alien-infiltration conspiracy; rating 100 endorses it.,Restatement directly mirrors the participant's conspiracy claim verbatim.,"The restatement directly asserts the participant's conspiracy theory, so a 100 rating means fully endorsing it."
R_1HidUUAIMrXxx88,affirms,affirms,affirms,affirms,3,"The government is hiding information, including details about extraterrestrial life, and has ultimate control over the country.","Restatement asserts government cover-up about extraterrestrials and ultimate control, matching participant’s conspiracy.","Restatement directly asserts government concealment of extraterrestrial info, matching the conspiracy.",The restatement directly asserts the participant's belief that the government is hiding information about extraterrestrials.
R_1HjKJM8H9cToKYw,affirms,affirms,affirms,affirms,3,The government is hiding information from the public.,Restatement directly asserts the participant’s conspiracy claim as true.,Restatement directly states the conspiracy claim; rating 100 endorses it.,Rating 100 endorses the participant's exact claim that the government hides information from the public.
R_1How6e5IkQtZrGU,affirms,affirms,affirms,affirms,3,There is an ongoing global cyber war that governments are hiding by diverting attention to other events.,Restatement matches participant’s conspiracy; 100 means believing governments conceal a global cyber war.,Restatement directly states the conspiracy as true; 100 = full belief.,The restatement directly asserts the participant's conspiracy theory as true.
R_1Hw89IAOM872zP2,affirms,affirms,affirms,affirms,3,"We are not alone in space, and encounters with nonhuman artificial intelligence and aircraft are being covered up from the public.","Restatement asserts extraterrestrial/AI encounters and a deliberate cover-up, matching the participant’s conspiracy claim.",Restatement directly affirms the conspiracy: aliens exist and evidence is hidden.,Rating 100 endorses the participant's belief in extraterrestrial life and a cover-up of related evidence.
