"response_id","study","cluster_id","topic"
"R_5kH7HPH0zzzliIl","S1",13,"JFK Assassination Conspiracy"
"R_8ttg8gWe7sFQ73g","S1",12,"Secret Elite World Control"
"R_7YVD7CXByrujZnz","S1",0,"Mixed / Unclassified"
"R_1hYeBFAalOBonuV","S1",13,"JFK Assassination Conspiracy"
"R_34nLP3NAkx7544o","S1",13,"JFK Assassination Conspiracy"
"R_55ucGd49i1wQqRj","S1",0,"Mixed / Unclassified"
"R_6VJuGIBE9Ml2SeN","S1",13,"JFK Assassination Conspiracy"
"R_5dvatN6QvJeDsg7","S1",0,"Mixed / Unclassified"
"R_7Y4Ws6fyfHuOnDj","S1",0,"Mixed / Unclassified"
"R_7pTZF1tNovr6MQp","S1",0,"Mixed / Unclassified"
"R_696o8EQlo03WDPf","S1",21,"Deliberate COVID-19 Lab Release"
"R_7CTzwqCEIEJo0uZ","S1",0,"Mixed / Unclassified"
"R_7Lp60e1GNBvrHu3","S1",16,"9/11 Inside Job Conspiracy"
"R_72caCVtxEHSvpM5","S1",16,"9/11 Inside Job Conspiracy"
"R_7R3Jr5BBn6EYa5j","S1",0,"Mixed / Unclassified"
"R_5AMXks9hVjXuKnD","S1",0,"Mixed / Unclassified"
"R_7m96xh9bCcwjhYg","S1",25,"Government alien cover-up"
"R_7K2X7ATaCMyvR1X","S1",0,"Mixed / Unclassified"
"R_5dKN2fYgiY3lLD6","S1",0,"Mixed / Unclassified"
"R_7rJqSaUuTJKtvwt","S1",0,"Mixed / Unclassified"
"R_55RojUxAM8SjUJ3","S1",7,"Trump as Russian Asset"
"R_6yl5knd2LAM4bmI","S1",13,"JFK Assassination Conspiracy"
"R_7C2SXxoM5G1i73X","S1",21,"Deliberate COVID-19 Lab Release"
"R_742AyFmPye40J8I","S1",0,"Mixed / Unclassified"
"R_6qua8vUn2fverex","S1",13,"JFK Assassination Conspiracy"
"R_7mFZdunQPZlSc6J","S1",9,"Election fraud conspiracy beliefs"
"R_7YG2wqQ2BZ0Ztzu","S1",12,"Secret Elite World Control"
"R_1nx8gFw3l9RSoi2","S1",21,"Deliberate COVID-19 Lab Release"
"R_3QAnTUE39i7BFFf","S1",0,"Mixed / Unclassified"
"R_340JVc6lknI0SuL","S1",13,"JFK Assassination Conspiracy"
"R_3sD1hcxhxrkOygp","S1",0,"Mixed / Unclassified"
"R_1y3hLx7Fhz9KLZB","S1",0,"Mixed / Unclassified"
"R_3bESiUd0vgBlyeZ","S1",16,"9/11 Inside Job Conspiracy"
"R_1OOX8W2oJIZJtF0","S1",21,"Deliberate COVID-19 Lab Release"
"R_3fVjxVvozDOKSSv","S1",16,"9/11 Inside Job Conspiracy"
"R_7Q6hICkKsWHkP3X","S1",13,"JFK Assassination Conspiracy"
"R_38UQQhiZgdgkFyo","S1",25,"Government alien cover-up"
"R_1LdmbGQFvD153RC","S1",21,"Deliberate COVID-19 Lab Release"
"R_7AFMDCLejOscdQ7","S1",0,"Mixed / Unclassified"
"R_5COhD8cTcWXuZqg","S1",26,"Existence of Alien Life"
"R_1qhdUASGBf6PhGI","S1",19,"Chemtrail Conspiracy Beliefs"
"R_1tusxKGH9qvwJEh","S1",13,"JFK Assassination Conspiracy"
"R_70P73mTCLMGvlEB","S1",0,"Mixed / Unclassified"
"R_70cPNCrikgiHBzf","S1",0,"Mixed / Unclassified"
"R_78M161k5J2MFeNQ","S1",21,"Deliberate COVID-19 Lab Release"
"R_5qjIZtdGNY2wmBP","S1",13,"JFK Assassination Conspiracy"
"R_3DnYpEuYDmyg1aU","S1",0,"Mixed / Unclassified"
"R_5n1mfxYqP0PxM7T","S1",16,"9/11 Inside Job Conspiracy"
"R_7fPH4sjQc5hMsRz","S1",24,"Area 51 Alien Cover-up"
"R_6E0Zqod8LlPcMyq","S1",16,"9/11 Inside Job Conspiracy"
"R_16m7xyRGB1R1SSt","S1",0,"Mixed / Unclassified"
"R_7JKneVHFT1rFG87","S1",0,"Mixed / Unclassified"
"R_5HvIOm1pIQw3EK7","S1",0,"Mixed / Unclassified"
"R_7k7gLv9my5fJTc3","S1",13,"JFK Assassination Conspiracy"
"R_3j39NafsmQ25oUm","S1",0,"Mixed / Unclassified"
"R_6ToeBkMFIQCtdfz","S1",0,"Mixed / Unclassified"
"R_5i0auzEXzC1YxdT","S1",0,"Mixed / Unclassified"
"R_1hzzw6TxpOnTlct","S1",0,"Mixed / Unclassified"
"R_7FIKiGp5bwDjmtc","S1",25,"Government alien cover-up"
"R_31bg8LrLoyJrbNL","S1",21,"Deliberate COVID-19 Lab Release"
"R_7bFIv0ymTHX1aCJ","S1",13,"JFK Assassination Conspiracy"
"R_7NQC1z9TtqvgMOW","S1",0,"Mixed / Unclassified"
"R_7Pqdhjd8hNoYyrj","S1",0,"Mixed / Unclassified"
"R_3ndzxhzzOFDrUKl","S1",9,"Election fraud conspiracy beliefs"
"R_3jRcEOWz4dO1RMB","S1",21,"Deliberate COVID-19 Lab Release"
"R_5F3c4ogFsUoER4f","S1",26,"Existence of Alien Life"
"R_6SqX2spcH0t7Dvr","S1",12,"Secret Elite World Control"
"R_3QT3latyS8Uua9H","S1",0,"Mixed / Unclassified"
"R_7Qg7SGvkKbLibSB","S1",0,"Mixed / Unclassified"
"R_3zo0tN14vhX6SuJ","S1",0,"Mixed / Unclassified"
"R_6YijOVz1pO9FiQs","S1",0,"Mixed / Unclassified"
"R_5gMZxPvbGlCzz23","S1",0,"Mixed / Unclassified"
"R_5fMpOP3MDdBFJQt","S1",0,"Mixed / Unclassified"
"R_5OUdBsrOOU6qE8j","S1",21,"Deliberate COVID-19 Lab Release"
"R_1KImoAq6pMXgvhc","S1",0,"Mixed / Unclassified"
"R_6J5n4qap3swLKr7","S1",24,"Area 51 Alien Cover-up"
"R_5ie4n7mUcppBa1T","S1",0,"Mixed / Unclassified"
"R_7kLiNKH8EvPUhK6","S1",21,"Deliberate COVID-19 Lab Release"
"R_1bd7GfZ407IcBLr","S1",0,"Mixed / Unclassified"
"R_6jBFs24e9XHX3s5","S1",0,"Mixed / Unclassified"
"R_7OB56eFYP3uzXwW","S1",21,"Deliberate COVID-19 Lab Release"
"R_6DHWtrt8tOStTa4","S1",9,"Election fraud conspiracy beliefs"
"R_3mTN17xkXEh6fId","S1",0,"Mixed / Unclassified"
"R_6CPO3EF6NDU81T8","S1",13,"JFK Assassination Conspiracy"
"R_7ReCfls5BN6xYrF","S1",25,"Government alien cover-up"
"R_6edgcDuZn2Pmn2V","S1",0,"Mixed / Unclassified"
"R_6F9wpMqS7oQ0asT","S1",21,"Deliberate COVID-19 Lab Release"
"R_6qtFopdiP2k5BL3","S1",0,"Mixed / Unclassified"
"R_6CCa03FohnF2hCG","S1",6,"AI Takeover and Dead Internet"
"R_7mls7CASbHkt3XO","S1",16,"9/11 Inside Job Conspiracy"
"R_7Jw6hd2KK4qvrTR","S1",0,"Mixed / Unclassified"
"R_5whgoZpZAxuGOZj","S1",3,"Moon Landing Hoax"
"R_6Qj9dYDVx2WzJwl","S1",0,"Mixed / Unclassified"
"R_3jcZyqOSMjltB85","S1",0,"Mixed / Unclassified"
"R_7d7ioKdkc3uJC4R","S1",0,"Mixed / Unclassified"
"R_5wtclGhYMjZcVCV","S1",0,"Mixed / Unclassified"
"R_52nYlD3MIhGTBpD","S1",0,"Mixed / Unclassified"
"R_5AQCBtVrNrsQMCD","S1",13,"JFK Assassination Conspiracy"
"R_6NlTFkILBXM9cSR","S1",0,"Mixed / Unclassified"
"R_1qm7lvIYT4MxjeC","S1",18,"Hiding medical cures for profit"
"R_3wiY03W88Dyfu2N","S1",12,"Secret Elite World Control"
"R_5qZbGnV5kE2VDFL","S1",0,"Mixed / Unclassified"
"R_5cZgxuMurqmgI9Y","S1",25,"Government alien cover-up"
"R_71XuM8UMPqsALLP","S1",18,"Hiding medical cures for profit"
"R_3uiaWn7xqIEFnXP","S1",0,"Mixed / Unclassified"
"R_30iA8ucfM9WX5GG","S1",0,"Mixed / Unclassified"
"R_6FgjITAAdQsA3HE","S1",0,"Mixed / Unclassified"
"R_5NFwpUhzd4SEVSV","S1",13,"JFK Assassination Conspiracy"
"R_5QhWO2sEeWV0u14","S1",13,"JFK Assassination Conspiracy"
"R_5GErhUSgWZVpByi","S1",0,"Mixed / Unclassified"
"R_6BTiEXUdIUnTqc9","S1",21,"Deliberate COVID-19 Lab Release"
"R_5lLZklIcswtbcEW","S1",13,"JFK Assassination Conspiracy"
"R_3YxEGWcJI8N7XnU","S1",0,"Mixed / Unclassified"
"R_6lualOv2lzdxShu","S1",0,"Mixed / Unclassified"
"R_7nMWxKeZHZpV87T","S1",16,"9/11 Inside Job Conspiracy"
"R_3EYjgsZYTohUpJn","S1",0,"Mixed / Unclassified"
"R_3EGxHdQydjy8GK5","S1",19,"Chemtrail Conspiracy Beliefs"
"R_52FIf5UuW764tiJ","S1",0,"Mixed / Unclassified"
"R_5Ges6rWR2ibl9DQ","S1",12,"Secret Elite World Control"
"R_6Cp6vyWvWurpRHI","S1",0,"Mixed / Unclassified"
"R_5QPmtayh5ZWuPgl","S1",3,"Moon Landing Hoax"
"R_3mk8q7LrHhH2gPT","S1",13,"JFK Assassination Conspiracy"
"R_5Fv0KrlNG7IIWlj","S1",12,"Secret Elite World Control"
"R_3qu9p7etwgrBJsd","S1",21,"Deliberate COVID-19 Lab Release"
"R_5CNGvKDNJddpFEv","S1",21,"Deliberate COVID-19 Lab Release"
"R_6mJjBlxvTr9iBml","S1",2,"Staged Trump assassination attempt"
"R_6JQrBQPmsf96zqp","S1",0,"Mixed / Unclassified"
"R_5kiegyiH9Zpt5fj","S1",20,"Vaccine harms and conspiracies"
"R_3tb6kOxIH9ZFmk9","S1",13,"JFK Assassination Conspiracy"
"R_7EolaFW4EC01opm","S1",9,"Election fraud conspiracy beliefs"
"R_60SvTdjfDBL6pgE","S1",21,"Deliberate COVID-19 Lab Release"
"R_12IJB1j1HjeBD9f","S1",13,"JFK Assassination Conspiracy"
"R_5rikzgEuvMLudpS","S1",0,"Mixed / Unclassified"
"R_6gGUhbnZHMBtohP","S1",0,"Mixed / Unclassified"
"R_5dnbRfgfGEAcOZA","S1",21,"Deliberate COVID-19 Lab Release"
"R_7UaoVW4ZYia9XFv","S1",0,"Mixed / Unclassified"
"R_3NiwtlBFUAweFXj","S1",21,"Deliberate COVID-19 Lab Release"
"R_3YxkoNU0LGua5T4","S1",20,"Vaccine harms and conspiracies"
"R_6s9wBjjStINXwcN","S1",12,"Secret Elite World Control"
"R_1DQS32KEAY2WESd","S1",8,"Existence of Bigfoot"
"R_50U9EgU5NXGgLQW","S1",25,"Government alien cover-up"
"R_1i531tcNGrIbzYZ","S1",13,"JFK Assassination Conspiracy"
"R_7FJnndzo8H8golW","S1",13,"JFK Assassination Conspiracy"
"R_5IosPcaAtlC6yTi","S1",13,"JFK Assassination Conspiracy"
"R_54jhHSbUYdEar0a","S1",0,"Mixed / Unclassified"
"R_3VxA7vTYAcV3ZYt","S1",26,"Existence of Alien Life"
"R_1SIkpOXx8OTQICP","S1",8,"Existence of Bigfoot"
"R_3faRMZFWkKb6Wc1","S1",0,"Mixed / Unclassified"
"R_3ewPBMyKIhpv64Q","S1",0,"Mixed / Unclassified"
"R_1JMuRDyPSyOhnsl","S1",0,"Mixed / Unclassified"
"R_1IDGwQ2x1Xz6qjL","S1",0,"Mixed / Unclassified"
"R_3fB3PbgWEFS8q09","S1",0,"Mixed / Unclassified"
"R_6Nqy9zrrXuK0lSt","S1",18,"Hiding medical cures for profit"
"R_1N2ZPJqFhQLxNvR","S1",21,"Deliberate COVID-19 Lab Release"
"R_12cGYpFkGhNqt21","S1",21,"Deliberate COVID-19 Lab Release"
"R_6kUhr34Cz9qQBne","S1",7,"Trump as Russian Asset"
"R_1U9Pz76FO33VyCp","S1",0,"Mixed / Unclassified"
"R_1iw7Jxx9kQYLN6h","S1",25,"Government alien cover-up"
"R_3SnITPszGpLeech","S1",16,"9/11 Inside Job Conspiracy"
"R_61uXq4oxjcdg61H","S1",25,"Government alien cover-up"
"R_71jk3g5QPUmCC1v","S1",0,"Mixed / Unclassified"
"R_1n5i4HKLoLXMA93","S1",24,"Area 51 Alien Cover-up"
"R_5jHcbzupO7UEyn8","S1",7,"Trump as Russian Asset"
"R_6KJ7xmtvvHh8VJo","S1",21,"Deliberate COVID-19 Lab Release"
"R_5Qjjv9p9WMfsXiV","S1",0,"Mixed / Unclassified"
"R_7cuNrXTChgvKZsD","S1",3,"Moon Landing Hoax"
"R_5qWeQcnKlWrFsEa","S1",3,"Moon Landing Hoax"
"R_1hT6wYmZl0w7WcV","S1",13,"JFK Assassination Conspiracy"
"R_5PSKxY6MJWSJpeB","S1",0,"Mixed / Unclassified"
"R_32WSRUgv2baAvKk","S1",13,"JFK Assassination Conspiracy"
"R_6F23apRbhtO5LgN","S1",21,"Deliberate COVID-19 Lab Release"
"R_1QsYfvr2xJpktbT","S1",7,"Trump as Russian Asset"
"R_7jqr1mNE4ZodjUK","S1",21,"Deliberate COVID-19 Lab Release"
"R_5ERofxEs27eVVgl","S1",0,"Mixed / Unclassified"
"R_3dnftJP5UBPeFS9","S1",3,"Moon Landing Hoax"
"R_30NEn6BLaWnuSiT","S1",7,"Trump as Russian Asset"
"R_5UmcuSLdpzsR7Jn","S1",16,"9/11 Inside Job Conspiracy"
"R_7kX3TYwjtdmwIi5","S1",0,"Mixed / Unclassified"
"R_1bn2Exb6ngRfNhn","S1",0,"Mixed / Unclassified"
"R_1IiSfZPNi3MsJUQ","S1",24,"Area 51 Alien Cover-up"
"R_35A9qZe7z47zAY8","S1",21,"Deliberate COVID-19 Lab Release"
"R_5D5CVgsUidgMTIG","S1",0,"Mixed / Unclassified"
"R_3d2Ogky1aAfgda1","S1",0,"Mixed / Unclassified"
"R_1BQKZpLbp5EZhDz","S1",0,"Mixed / Unclassified"
"R_1adDMjuGydTFrl7","S1",13,"JFK Assassination Conspiracy"
"R_6bop4B26GRX5VWV","S1",13,"JFK Assassination Conspiracy"
"R_6E7bNqwfwSt5t60","S1",0,"Mixed / Unclassified"
"R_1NUrf39WLMIyzBk","S1",13,"JFK Assassination Conspiracy"
"R_3YgNAy7Bgn8eMPQ","S1",0,"Mixed / Unclassified"
"R_7X1oZjKRs1MhMch","S1",21,"Deliberate COVID-19 Lab Release"
"R_1gN2HrxYoy4Gmvp","S1",25,"Government alien cover-up"
"R_11gy1dxFxCaGQKc","S1",0,"Mixed / Unclassified"
"R_38gLFUx3g0XXMHf","S1",0,"Mixed / Unclassified"
"R_5KNRUiAhCrxQZxB","S1",12,"Secret Elite World Control"
"R_5O50HZm175H1alb","S1",21,"Deliberate COVID-19 Lab Release"
"R_3TnFbTxqfCGDjZV","S1",25,"Government alien cover-up"
"R_3zIRklOB0ZBd3KT","S1",21,"Deliberate COVID-19 Lab Release"
"R_3CECO8QVApD8bkM","S1",0,"Mixed / Unclassified"
"R_7kTDAznVK0EY6nM","S1",18,"Hiding medical cures for profit"
"R_77D0iR4PiBAbbYP","S1",13,"JFK Assassination Conspiracy"
"R_60QsPufk8tqBUo9","S1",25,"Government alien cover-up"
"R_53fok3JKkuJyUBn","S1",0,"Mixed / Unclassified"
"R_5nAE882MLEBGm6D","S1",16,"9/11 Inside Job Conspiracy"
"R_1zTQnKh6IyjX7ir","S1",13,"JFK Assassination Conspiracy"
"R_62sbrsuhk3EGROx","S1",13,"JFK Assassination Conspiracy"
"R_5n1QINma3BWWprw","S1",0,"Mixed / Unclassified"
"R_7VDZykHSLxKzOYZ","S1",0,"Mixed / Unclassified"
"R_5lyRGzAocLrS16I","S1",3,"Moon Landing Hoax"
"R_3QQTbbs3WH3VBxh","S1",21,"Deliberate COVID-19 Lab Release"
"R_5n0CHsM4u1ec5ZX","S1",0,"Mixed / Unclassified"
"R_1FxJm9r60TZU2Di","S1",3,"Moon Landing Hoax"
"R_1jrmhfDaoqUKJRU","S1",0,"Mixed / Unclassified"
"R_6Jw72rbElDtWg81","S1",21,"Deliberate COVID-19 Lab Release"
"R_1G46lwqhO1IwMSt","S1",20,"Vaccine harms and conspiracies"
"R_5Set3LrBqyy0Yic","S1",3,"Moon Landing Hoax"
"R_5ptobFUNXda0IPM","S1",0,"Mixed / Unclassified"
"R_1MRNj6OBXU8t8GR","S1",0,"Mixed / Unclassified"
"R_3NqSrpI66EPEio9","S1",16,"9/11 Inside Job Conspiracy"
"R_7mXGyQ01A93d8DX","S1",0,"Mixed / Unclassified"
"R_6iI2Aud3BAywnxi","S1",25,"Government alien cover-up"
"R_5hhaJPgdLbefd6C","S1",13,"JFK Assassination Conspiracy"
"R_3pJrcTyIi6DI8Ze","S1",13,"JFK Assassination Conspiracy"
"R_5uMnamebmEcpEkx","S1",16,"9/11 Inside Job Conspiracy"
"R_7OgtW0RTWDWEtzz","S1",0,"Mixed / Unclassified"
"R_5Sm0QEjoMW5GTcd","S1",12,"Secret Elite World Control"
"R_3QMZJXhayKXn9X1","S1",8,"Existence of Bigfoot"
"R_7dS2djvOwyQDBqR","S1",13,"JFK Assassination Conspiracy"
"R_1fAFYH61KtPMU7O","S1",21,"Deliberate COVID-19 Lab Release"
"R_3eEKcKUNnEtzfyy","S1",25,"Government alien cover-up"
"R_1eDUOTnjnKsQ1J7","S1",25,"Government alien cover-up"
"R_7mF4mIh8A0RLpKO","S1",13,"JFK Assassination Conspiracy"
"R_1amCTTzeTjQXKqO","S1",0,"Mixed / Unclassified"
"R_7lrV9tAaGCcHjpF","S1",0,"Mixed / Unclassified"
"R_3jMTEpV5dzhHfOi","S1",24,"Area 51 Alien Cover-up"
"R_3LZ3cEK6pM3ZyRf","S1",0,"Mixed / Unclassified"
"R_16hSfo9gCu1QULN","S1",21,"Deliberate COVID-19 Lab Release"
"R_5H8LR1yqWyvChGx","S1",16,"9/11 Inside Job Conspiracy"
"R_1PNQql9XJWQmAWg","S1",21,"Deliberate COVID-19 Lab Release"
"R_7d3NinM8aW6l0hy","S1",13,"JFK Assassination Conspiracy"
"R_3Br0ba8OUKUjpgu","S1",13,"JFK Assassination Conspiracy"
"R_7GQRQmbapoi6FnH","S1",7,"Trump as Russian Asset"
"R_7n74uyG5A9PyThn","S1",0,"Mixed / Unclassified"
"R_1MrqFQFKRZR7PdP","S1",14,"Celebrity death and replacement conspiracies"
"R_3VGG7uc4FDsjUtz","S1",13,"JFK Assassination Conspiracy"
"R_3F3XJJkE4Jj2MzH","S1",3,"Moon Landing Hoax"
"R_5zFjTudpKSUmcud","S1",16,"9/11 Inside Job Conspiracy"
"R_3skjWZpO1a7BVGV","S1",13,"JFK Assassination Conspiracy"
"R_3nTjPU0hKlJV3Is","S1",13,"JFK Assassination Conspiracy"
"R_6QKw9AsgKwgEa0F","S1",3,"Moon Landing Hoax"
"R_6nJJjFFwXD2ex1n","S1",11,"Jeffrey Epstein Death Conspiracies"
"R_6PRDJ2fMebEivfX","S1",16,"9/11 Inside Job Conspiracy"
"R_7Lh4i4coMd5XjTB","S1",25,"Government alien cover-up"
"R_1psdhP9KVGTRrLl","S1",21,"Deliberate COVID-19 Lab Release"
"R_6DP0GlPEcdI5NA6","S1",21,"Deliberate COVID-19 Lab Release"
"R_7R3SlW4dAhBaF1n","S1",0,"Mixed / Unclassified"
"R_5lXtALihEPLt3i1","S1",18,"Hiding medical cures for profit"
"R_3m4wwve704QsEHD","S1",0,"Mixed / Unclassified"
"R_3rp9AJDciczS8Lk","S1",21,"Deliberate COVID-19 Lab Release"
"R_7wCyZ3ziWlEdOo1","S1",0,"Mixed / Unclassified"
"R_1codNeQke3YB0IN","S1",13,"JFK Assassination Conspiracy"
"R_1ghd7D5ObStr1rb","S1",21,"Deliberate COVID-19 Lab Release"
"R_1nOFHDjX1OvfV4G","S1",13,"JFK Assassination Conspiracy"
"R_1BduzquHYuzhBDz","S1",0,"Mixed / Unclassified"
"R_5Orbx2sxR4BcYa5","S1",25,"Government alien cover-up"
"R_6igRif5L0AqURiv","S1",21,"Deliberate COVID-19 Lab Release"
"R_1fvVXePzM5Vh4aJ","S1",0,"Mixed / Unclassified"
"R_17VD7o06CKZpqqm","S1",12,"Secret Elite World Control"
"R_7GahyjvIqrdQHHH","S1",25,"Government alien cover-up"
"R_1bK2uSuwg894e6A","S1",13,"JFK Assassination Conspiracy"
"R_1CBVHkAPN6gPOtz","S1",25,"Government alien cover-up"
"R_7GJt9LAXgZxF2Zr","S1",21,"Deliberate COVID-19 Lab Release"
"R_3CKjp6KqStcZqHW","S1",3,"Moon Landing Hoax"
"R_6u9SKb3LFqCUg0N","S1",21,"Deliberate COVID-19 Lab Release"
"R_6PA1VahNnhUGzah","S1",13,"JFK Assassination Conspiracy"
"R_6NtAIUdHB8tOICh","S1",16,"9/11 Inside Job Conspiracy"
"R_3s1zafP79uVuRn0","S1",0,"Mixed / Unclassified"
"R_13BUJ37aFHBdj6j","S1",21,"Deliberate COVID-19 Lab Release"
"R_6RltT7L7cHCn7rR","S1",0,"Mixed / Unclassified"
"R_7z79UfJb3WNswA1","S1",21,"Deliberate COVID-19 Lab Release"
"R_5e5qLmvj2cUd042","S1",3,"Moon Landing Hoax"
"R_3tDOexXojTx05PZ","S1",0,"Mixed / Unclassified"
"R_5RVvnXW8Kr0g30g","S1",7,"Trump as Russian Asset"
"R_3BrlP6HkTJVJ6lr","S1",0,"Mixed / Unclassified"
"R_5h1JfPM1xhuMcCJ","S1",12,"Secret Elite World Control"
"R_3Ep7RFlq7GWjCyR","S1",0,"Mixed / Unclassified"
"R_362EEeuSZliUs8N","S1",0,"Mixed / Unclassified"
"R_1HHdzjQlUVSmKsb","S1",0,"Mixed / Unclassified"
"R_7P735I2MTAefSlC","S1",0,"Mixed / Unclassified"
"R_6WUtjwC6YDeNueZ","S1",16,"9/11 Inside Job Conspiracy"
"R_7hShToczZzaLdvY","S1",0,"Mixed / Unclassified"
"R_5f1InHPSmtn8y8Y","S1",3,"Moon Landing Hoax"
"R_7k5vikjK7aBYghQ","S1",0,"Mixed / Unclassified"
"R_1P6JcSJLHkhqNkw","S1",24,"Area 51 Alien Cover-up"
"R_7CNXXkt6p148AGO","S1",0,"Mixed / Unclassified"
"R_37fAvEwXHqZyCls","S1",21,"Deliberate COVID-19 Lab Release"
"R_5A0hGUOapLkEd4U","S1",21,"Deliberate COVID-19 Lab Release"
"R_7flm3ct6XmZxIuV","S1",21,"Deliberate COVID-19 Lab Release"
"R_57WicMHewAN5CcC","S1",0,"Mixed / Unclassified"
"R_3hZ7G9CW8N14MiG","S1",0,"Mixed / Unclassified"
"R_30VA9GXjQIvv3Iw","S1",7,"Trump as Russian Asset"
"R_3OpnaiPXvjnOJ1a","S1",19,"Chemtrail Conspiracy Beliefs"
"R_7LkFP2pvzjKyE2O","S1",0,"Mixed / Unclassified"
"R_6p4jw1dWWWyqn0q","S1",21,"Deliberate COVID-19 Lab Release"
"R_71v0oPmBT7C9NMO","S1",3,"Moon Landing Hoax"
"R_7nuwYwtBf0NmNIQ","S1",0,"Mixed / Unclassified"
"R_3pRlErbPCM4zZAx","S1",0,"Mixed / Unclassified"
"R_3nlkyJdcAsQGS1b","S1",13,"JFK Assassination Conspiracy"
"R_6gbUpP9yolHEgP7","S1",0,"Mixed / Unclassified"
"R_3dpi61s3bpfXKRL","S1",0,"Mixed / Unclassified"
"R_3Qo1Y2PY1bcgjHv","S1",0,"Mixed / Unclassified"
"R_5S5pImIJ4sXZ0nT","S1",18,"Hiding medical cures for profit"
"R_5lai1SxtJCwc3JW","S1",25,"Government alien cover-up"
"R_7EVZykMlbOIlmNj","S1",13,"JFK Assassination Conspiracy"
"R_7R2dS0Toic4GyGf","S1",0,"Mixed / Unclassified"
"R_51SrFyVSRIWi168","S1",21,"Deliberate COVID-19 Lab Release"
"R_6p6e0Sfl9qTBZdQ","S1",25,"Government alien cover-up"
"R_7MxMyewrcocQ53z","S1",0,"Mixed / Unclassified"
"R_1BDDWc8FNQxKDxn","S1",13,"JFK Assassination Conspiracy"
"R_7bOUFIHCNLHrpUs","S1",9,"Election fraud conspiracy beliefs"
"R_32WGCS6EDpwzZ9P","S1",0,"Mixed / Unclassified"
"R_5LaNcThwzZYr917","S1",21,"Deliberate COVID-19 Lab Release"
"R_32ttONUd7YtPv8C","S1",3,"Moon Landing Hoax"
"R_3eSDRYH8qG73h2V","S1",13,"JFK Assassination Conspiracy"
"R_6fGNCiGlK4MEtrH","S1",2,"Staged Trump assassination attempt"
"R_32aMFAsrHxDA8CN","S1",0,"Mixed / Unclassified"
"R_6Dqf5v0DsH8xT1a","S1",13,"JFK Assassination Conspiracy"
"R_3m18EfK8J9KWGnD","S1",0,"Mixed / Unclassified"
"R_3duxIxkwcxbXL1q","S1",0,"Mixed / Unclassified"
"R_72znGoe7mYUFdgO","S1",13,"JFK Assassination Conspiracy"
"R_5hSWhf8sSDwXTgL","S1",13,"JFK Assassination Conspiracy"
"R_6EVWrp7FsiO93pT","S1",13,"JFK Assassination Conspiracy"
"R_3pHQezn9f8q25Md","S1",0,"Mixed / Unclassified"
"R_7GxCEzTRzwBIh1y","S1",13,"JFK Assassination Conspiracy"
"R_3j9DpuYtgRqmBxL","S1",21,"Deliberate COVID-19 Lab Release"
"R_6docq1tF662AFMd","S1",16,"9/11 Inside Job Conspiracy"
"R_1jVMKs29kLbhSgH","S1",19,"Chemtrail Conspiracy Beliefs"
"R_3OGxnta1hkbeqsc","S1",0,"Mixed / Unclassified"
"R_6vMeiICVRk090rf","S1",0,"Mixed / Unclassified"
"R_7cqMsE39b8r3pLC","S1",16,"9/11 Inside Job Conspiracy"
"R_7psUBx0J5FF2TM7","S1",0,"Mixed / Unclassified"
"R_7ttlyEmDg8z6Yr4","S1",0,"Mixed / Unclassified"
"R_5iJz4t1K6WMuDPQ","S1",0,"Mixed / Unclassified"
"R_59b7iOaBRxldqX6","S1",9,"Election fraud conspiracy beliefs"
"R_5fPoaN11TP4Xrsl","S1",9,"Election fraud conspiracy beliefs"
"R_6Nc0cA2mfDIztU5","S1",16,"9/11 Inside Job Conspiracy"
"R_3LG2SHemvitq9vP","S1",0,"Mixed / Unclassified"
"R_13BiP6eFpljNWaA","S1",0,"Mixed / Unclassified"
"R_3dfPPk37hbWQxOU","S1",0,"Mixed / Unclassified"
"R_7ly9v093jGBZl3k","S1",0,"Mixed / Unclassified"
"R_1xRi5xrQnUpGXAE","S1",21,"Deliberate COVID-19 Lab Release"
"R_33fu7lW6l1BY2Ig","S1",13,"JFK Assassination Conspiracy"
"R_62MjebjWdzu4p4z","S1",0,"Mixed / Unclassified"
"R_3zBAPbhP5Rg7c0M","S1",12,"Secret Elite World Control"
"R_7Qtuw2Bcq8J2QIB","S1",0,"Mixed / Unclassified"
"R_6rNqT4hzRCUHoRs","S1",0,"Mixed / Unclassified"
"R_69hNhohzHVlvdOc","S1",0,"Mixed / Unclassified"
"R_3Xd0DVhvkO0vRQo","S1",24,"Area 51 Alien Cover-up"
"R_7pqXu5DZLcEYg1E","S1",0,"Mixed / Unclassified"
"R_75Z4YIj02eQXYDx","S1",21,"Deliberate COVID-19 Lab Release"
"R_5kjts1uEx9HDZ1Y","S1",0,"Mixed / Unclassified"
"R_73hDuavnb0qbEyJ","S1",26,"Existence of Alien Life"
"R_6Z6AkStMcNVyLD3","S1",18,"Hiding medical cures for profit"
"R_3I50qHYukC99Juh","S1",24,"Area 51 Alien Cover-up"
"R_6YLDc3Z1OsYpEVf","S1",7,"Trump as Russian Asset"
"R_163FApar750Q75E","S1",13,"JFK Assassination Conspiracy"
"R_52lIoF0DUv8MyuB","S1",13,"JFK Assassination Conspiracy"
"R_7iGMTEVkfdMP3RD","S1",13,"JFK Assassination Conspiracy"
"R_6oHkuHNvDp1vCA9","S1",24,"Area 51 Alien Cover-up"
